"Hierarchy","Chart","Block","Block comment","Create block icon","Block icon","OCM possible","Readback allowed","Block group","Block type",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","M833","start ccw (PB)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","M834","fault PB start ccw","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","OR17","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","OR18","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","OR2","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","OR20","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","OR21","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","OR3","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","Q23","motor permission cw","1","","0","1","","F_CH_DO",
"WET SECTION\Press Section 1\","M1FP04LE07K18_S","Q24","motor permission ccw","1","","0","1","","F_CH_DO",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","ACK","","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","Ack_Pulse","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","CHN_FAULT_M","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","CURRENT","Actual motor current","0","","1","1","","VP_LIMIT_4",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","CURRENT_INPUT","Motor current % -> Abs","1","","0","1","","VP_CURR",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","DPDRIVER","21- Couch press; top felt uhle box swivelling ","1","","1","1","","VP_SCPRO_H",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","MOTOR_STATUS","motor binary values","1","","0","1","","VP_DUMMY_16BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","MOTOR_VALUES","motor analoge values","1","","0","1","","VP_DUMMY_8R",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","OFF","","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","On1_On2","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","SC_group_fault","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","SIM_ON","Simulation ON for FAT","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","Safety_Switch","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","WARNING","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18_M","WARNING_MAINT_M","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18","AND1","","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","AND2","","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","AUTO STOP","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18","CHN_FAULT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18","CHN_FAULT1","","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","I11","FB_P_FILTER_H","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP04LE07K18","I12","FB_P_FILTER_H","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP04LE07K18","I13","FB_P_FILTER_H","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1\","M1FP04LE07K18","LOCK_INTERN","Only for displaying the internal lock reason in the faceplate (QSTAB,POSF,TORQF)","1","","1","1","","VP_LOCK8ACK",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M001","E-stop not actuated","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M023","motor permission cw","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M024","motor permission ccw","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M111","torque switch ok cw (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M112","torque switch ok ccw (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M113","temperature ok (TS)","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M121","MCC ready","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M122","FB motor cw","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M123","FB motor ccw","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M124","local mode active","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M127","MCC general fault","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M128","MCC general warning","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M129","Status RMT/Test","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M211","couch limit position cw not reached 1(GS)","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M213","couch limit position ccw not reached 1(GS)","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M231","start cw (PB)","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M232","fault PB slack","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M233","start ccw (PB)","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M234","fault PB stretch","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M300","permission cw","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M301","permission ccw","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M321","command motor start cw","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M322","command motor start ccw","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M323","MCC fault","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M326","torque switch ok cw","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M327","torque switch ok ccw","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M334","run feedback 1","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M335","run feedback 2","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M336","Circulation pump in automatic","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","M339","motor status acknowledged","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","MOTp","21- couch press top felt uhle box swivelling","1","","1","1","","VP_MOTp",
"WET SECTION\Press Section 1\","M1FP04LE07K18","MSG_01","21- couch press top felt uhle box swivelling","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\Press Section 1\","M1FP04LE07K18","OP_TRIG_01","21- acknowledge","1","","1","1","","OP_TRIG",
"WET SECTION\Press Section 1\","M1FP04LE07K18","OR1","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18","OR2","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18","RS1","RS Flipflop, Reset forced","1","","0","1","","VP_RS_FF",
"WET SECTION\Press Section 1\","M1FP04LE07K18","RS2","RS Flipflop, Reset forced","1","","0","1","","VP_RS_FF",
"WET SECTION\Press Section 1\","M1FP04LE07K18","TOFF1","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\Press Section 1\","M1FP04LE07K18","TOFF2","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\Press Section 1\","M1FP04LE07K18","WARNING_MAINT","","1","","0","1","","OR",
"WET SECTION\Press Section 1\","M1FP04LE07K18","WARNING_MAINT1","","1","","0","1","","AND",
"WET SECTION\Press Section 1\","M1FP04LE07K18","WR_BO","21- couch press top felt uhle box swivelling","1","","1","1","","VP_WR_BO",
"WET SECTION\Press Section 1\","M1FP04LE07K18","X023","21- permission cw","1","","1","1","","VP_LDIAG",
"WET SECTION\Press Section 1\","M1FP04LE07K18","X024","21- permission ccw","1","","1","1","","VP_LDIAG",
"WET SECTION\Press Section 1\","M1FP04LE07K18","X300","21- permission cw","1","","1","1","","VP_LDIAG",
"WET SECTION\Press Section 1\","M1FP04LE07K18","X301","21- permission ccw","1","","1","1","","VP_LDIAG",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","AND1","","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","AND2","","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","CHN_FAULT","","1","","0","1","","OR",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","I01","not run off FS (Warning)","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","I02","not run off FS (drive off)","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","I03","not run off DS (Warning)","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","I04","not run off DS (drive off)","1","","0","1","","CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","M111","not run off DS (Warning) (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","M112","not run off DS (drive off) (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","M113","not run off FS (Warning) (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","M114","not run off FS (drive off) (GS)","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","M301","not run off","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","M302","not run off (drive not off) BF","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","MSG","21- couch press felt unit run monitoring","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","WARNING_MAINT","","1","","0","1","","OR",
"WET SECTION\Press Section 1 Base\","M1FP04JW04K23","WR_BO","21- couch press felt unit run monitoring","1","","1","1","","VP_WR_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","ABS1","F_:REAL-Absolute Value","1","","0","1","","F_ABS_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","ADD1","F_:Addition of two REAL","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","AND1","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","AND2","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","AND3","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CHN_FAULT","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CHN_WARN","Channel Warning","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CMP1","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CMP2","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CMP3","F_:Limit Monitoring high Level","1","","0","1","","F_LIM_HL",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CMP4","F_:Limit Monitoring high Level","1","","0","1","","F_LIM_HL",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CMP5","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CMP6","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","CMP7","F_:Limit Monitoring low Level","1","","0","1","","F_LIM_LL",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","F1","F_:REAL to F_REAL Converter","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","F2","F_:REAL to F_REAL Converter","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","I51","act. value control signal","1","","0","1","","F_CH_AI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","I52","act. value comp. signal","1","","0","1","","F_CH_AI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","IN1","minimum working setpoint","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","IN2","maximum working setpoint","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","IN3","hysteresis","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","IN4","min NIP fast relieve","1","","0","1","","F_R_FR",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M801","actual value fault control signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M802","actual value fault comp. signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M811","felt tension > low control signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M812","felt tension > low comp. signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M813","felt tension > low R","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M814","felt tension < 1kN/m R","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M816","felt tension < high control signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M817","felt tension < high comp. signal","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M818","felt tension < max R","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M819","actual value fault deviation","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M820","actual value no deviation","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","M850","couch drive release stretcher BF","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","NOT1","F_:Inverter","1","","0","1","","F_NOT",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR1","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR17","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR18","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR19","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR2","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR20","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR21","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR22","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR3","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","OR4","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","R601","actual value control signal","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","R602","actual value comp. signal","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","R816","maximum working setpoint","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","R817","maximum working range","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","R821","minimum working setpoint","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","R822","minimum working range","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","R823","min NIP fast relieve","1","","0","1","","F_ADD_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","SR1","F_:SR-Flipflop","1","","0","1","","F_SR_FF",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","SUB1","F_:Subtraction of two REAL","1","","0","1","","F_SUB_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44_S","SUB2","F_:Subtraction of two REAL","1","","0","1","","F_SUB_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","AND1","","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","I51","F_REAL to REAL Converter","1","","0","1","","F_FR_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","I52","F_REAL to REAL Converter","1","","0","1","","F_FR_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","Liner 1","nonlinear function with 16 controlpoints","1","","0","1","","VP_POLYGON",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","Liner 2","nonlinear function with 16 controlpoints","1","","0","1","","VP_POLYGON",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M050","drive release stretcher R BF","1","","0","1","","AND",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M201","actual value fault control signal","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M202","actual value fault comp. signal","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M211","felt tension > low control signal","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M212","felt tension > low comp.signal","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M213","felt tension > low","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M216","felt tension < high control signal","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M217","felt tension < high comp.signal","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M218","felt tension < max","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","M220","actual value no deviation","1","","0","1","","F_FBO_BO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","MSG_01","21- couch press bottom felt tension measurement","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","OR1","","1","","0","1","","OR",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","R201","actual value control signal","1","","0","1","","F_FR_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K44","VISU_R","21- couch press bottom felt tension measurement","1","","1","1","","VP_WR_R",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","ACK_02","F_:Acknowledgement for push buttons in safety functions","1","","0","1","","VP_F_SWA",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","ACK_03","F_:Acknowledgement for push buttons in safety functions","1","","0","1","","VP_F_SWA",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND1","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND10","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND11","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND12","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND15","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND16","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND2","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND3","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND4","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","AND9","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","CHN_FAULT","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","CHN_WARN","Channel Warning","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","EXOR","F_:EXOR 2 Inputs","1","","0","1","","F_XOR2",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","F_SWI_02","stretch","1","","0","1","","VP_F_SWI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","F_SWI_03","slack","1","","0","1","","VP_F_SWI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","F_SWI_04","not stretched","1","","0","1","","VP_F_SWI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","F_SWI_05","not slacked","1","","0","1","","VP_F_SWI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I01","stretch 1","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I02","stretch 2","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I03","slack 1","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I04","slack 2","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I11","not stretched 1","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I12","not stretched 2","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I13","not slacked 1","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I14","not slacked 2","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","I26","FB contactor permission off","1","","0","1","","F_CH_DI",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M601","slack 1 (PB)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M602","slack 2 (PB)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M603","stretch 1 (PB)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M604","stretch 2 (PB)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M611","limit position stretch not reached 1 (GS)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M612","limit position stretch not reached 2 (GS)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M613","limit position slack not reached 1 (GS)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M614","limit position slack not reached 2 (GS)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M623","FB contactor permission off","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M631","slack","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M633","stretch","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M637","not stretched (GS)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M638","not slacked (GS)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M721","motor start slack","1","","0","1","","F_BO_FBO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M722","motor start stretch","1","","0","1","","F_BO_FBO",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M821","motor start ccw","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M822","motor start cw","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M823","motor permission","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M832","fault PB slack","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M834","fault PB stretch","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M839","fault not stretched (GS)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M840","fault not slacked (GS)","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M843","contactors fault","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M844","permission slack","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M845","permission stretch","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M851","slack F-part","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","M852","stretch F-part","1","","0","1","","F_AND4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","OR10","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","OR17","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","OR18","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","OR19","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","OR2","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","OR20","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","OR21","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\Press Section 1 Base\","M1FP04JW01K15_S","OR22","F_:OR 4 Inputs","1","","0","1","","F_OR4",
